nm, A
510.000000, 0.044710
509.000000, 0.046078
508.000000, 0.047605
507.000000, 0.049196
506.000000, 0.051039
505.000000, 0.052772
504.000000, 0.054545
503.000000, 0.056404
502.000000, 0.058601
501.000000, 0.060864
500.000000, 0.063209
499.000000, 0.065698
498.000000, 0.068526
497.000000, 0.071511
496.000000, 0.074711
495.000000, 0.078139
494.000000, 0.081820
493.000000, 0.085792
492.000000, 0.090135
491.000000, 0.094655
490.000000, 0.099660
489.000000, 0.105095
488.000000, 0.110776
487.000000, 0.117074
486.000000, 0.123893
485.000000, 0.131072
484.000000, 0.138738
483.000000, 0.146963
482.000000, 0.155667
481.000000, 0.164867
480.000000, 0.175168
479.000000, 0.186224
478.000000, 0.197659
477.000000, 0.209601
476.000000, 0.222001
475.000000, 0.234718
474.000000, 0.247853
473.000000, 0.261454
472.000000, 0.275091
471.000000, 0.288770
470.000000, 0.302460
469.000000, 0.315958
468.000000, 0.329342
467.000000, 0.341952
466.000000, 0.354143
465.000000, 0.365727
464.000000, 0.376616
463.000000, 0.386767
462.000000, 0.396069
461.000000, 0.404400
460.000000, 0.411835
459.000000, 0.418247
458.000000, 0.423736
457.000000, 0.428212
456.000000, 0.431775
455.000000, 0.434302
454.000000, 0.435843
453.000000, 0.436526
452.000000, 0.436442
451.000000, 0.435522
450.000000, 0.433809
449.000000, 0.431259
448.000000, 0.428179
447.000000, 0.424743
446.000000, 0.421107
445.000000, 0.417100
444.000000, 0.413293
443.000000, 0.409537
442.000000, 0.405595
441.000000, 0.401687
440.000000, 0.398109
439.000000, 0.394741
438.000000, 0.391735
437.000000, 0.388866
436.000000, 0.386432
435.000000, 0.383932
434.000000, 0.381836
433.000000, 0.379783
432.000000, 0.377996
431.000000, 0.375784
430.000000, 0.373731
429.000000, 0.371545
428.000000, 0.369593
427.000000, 0.367233
426.000000, 0.364513
425.000000, 0.361538
424.000000, 0.358212
423.000000, 0.354550
422.000000, 0.350152
421.000000, 0.345403
420.000000, 0.339852
419.000000, 0.333340
418.000000, 0.326184
417.000000, 0.318471
416.000000, 0.310423
415.000000, 0.301710
414.000000, 0.292608
413.000000, 0.283245
412.000000, 0.273781
411.000000, 0.264575
410.000000, 0.255330
409.000000, 0.246204
408.000000, 0.237890
407.000000, 0.229482
406.000000, 0.221938
405.000000, 0.214864
404.000000, 0.208361
403.000000, 0.202531
402.000000, 0.197196
401.000000, 0.192017
400.000000, 0.187474
399.000000, 0.183567
398.000000, 0.179903
397.000000, 0.176829
396.000000, 0.173855
395.000000, 0.171247
394.000000, 0.168677
393.000000, 0.166396
392.000000, 0.163960
391.000000, 0.161766
390.000000, 0.159263
389.000000, 0.156155
388.000000, 0.153254
387.000000, 0.150258
386.000000, 0.146755
385.000000, 0.143888
384.000000, 0.140919
383.000000, 0.137947
382.000000, 0.135169
381.000000, 0.132746
380.000000, 0.130803
379.000000, 0.129359
378.000000, 0.127609
377.000000, 0.126798
376.000000, 0.125870
375.000000, 0.125445
374.000000, 0.125245
373.000000, 0.125204
372.000000, 0.125271
371.000000, 0.126040
370.000000, 0.126152
369.000000, 0.127706
368.000000, 0.128447
367.000000, 0.129813
366.000000, 0.131843
365.000000, 0.134434
364.000000, 0.136704
363.000000, 0.139820
362.000000, 0.143454
361.000000, 0.147994
360.000000, 0.152536
359.000000, 0.157780
358.000000, 0.162017
357.000000, 0.166829
356.000000, 0.171204
355.000000, 0.174953
354.000000, 0.178096
353.000000, 0.180950
352.000000, 0.182915
351.000000, 0.184585
350.000000, 0.185633
349.000000, 0.186592
348.000000, 0.187320
347.000000, 0.188878
346.000000, 0.189821
345.000000, 0.191430
344.000000, 0.193411
343.000000, 0.196197
342.000000, 0.199599
341.000000, 0.202801
340.000000, 0.206484
339.000000, 0.210388
338.000000, 0.214458
337.000000, 0.219288
336.000000, 0.224110
335.000000, 0.229438
334.000000, 0.234666
333.000000, 0.240727
332.000000, 0.247277
331.000000, 0.254066
330.000000, 0.261775
329.000000, 0.269980
328.000000, 0.278023
327.000000, 0.286403
326.000000, 0.294338
325.000000, 0.301772
324.000000, 0.308843
323.000000, 0.315691
322.000000, 0.321631
321.000000, 0.326863
320.000000, 0.331704
319.000000, 0.336554
318.000000, 0.341399
317.000000, 0.347067
316.000000, 0.353252
315.000000, 0.360353
314.000000, 0.369209
313.000000, 0.379759
312.000000, 0.392795
311.000000, 0.408314
310.000000, 0.426491
309.000000, 0.447910
308.000000, 0.473170
307.000000, 0.502869
306.000000, 0.538150
305.000000, 0.579198
304.000000, 0.627824
303.000000, 0.685182
302.000000, 0.752964
301.000000, 0.832490
300.000000, 0.925717
