nm, A
327.000000, 0.345958
326.000000, 0.357806
325.000000, 0.369832
324.000000, 0.381634
323.000000, 0.393204
322.000000, 0.404370
321.000000, 0.415791
320.000000, 0.426409
319.000000, 0.437530
318.000000, 0.449206
317.000000, 0.462740
316.000000, 0.476390
315.000000, 0.491306
314.000000, 0.508314
313.000000, 0.527394
312.000000, 0.549041
311.000000, 0.573626
310.000000, 0.601170
309.000000, 0.631780
308.000000, 0.666923
307.000000, 0.706112
306.000000, 0.750820
305.000000, 0.801234
304.000000, 0.859018
303.000000, 0.925487
302.000000, 1.001854
301.000000, 1.088659
300.000000, 1.188005
